steming_data,Score,Sentiment
kesal banget login berkalikali suruh login mulu kirim pesan wa suruh klik link aplikasi eh surh login jam coba masuk mulu,-2,Negatif
hapus aktifin susah banget login kirim minta kepala mu orang donwload login cerita coba kirim minta,1,Positif
beli premium dibatasin cari kontak nomor asing pakai ccpaypal bayar,1,Positif
bantu nomor masukapa beli online shopqt nomor jual benar peniputerimakasih aplikasi guna,1,Positif
pas pakai premium free habis sedot saldo pemberitahuan pengin untung amatmending pakai premium free ya mending sedot saldo ya pemberitahuan,7,Positif
batas pakai habis batas pakai cari nomor beli gunain deh download tau ngabisin batas cari habis uninstalhehe deh gtc bintang deh,-6,Negatif
suka aplikasi telefon nomor kenal muncul layar nama tag nomor sana tulis tipu angkat aplikasi tau nomor tipu thanks a lot,-2,Negatif
plis versi nya ganti pengin banget dowloand apk versi perangkat cocok versi apk plis ganti versi nya bayk kasih ranting plisss,1,Positif
aplikasihnya bagus muas banget aplikasi bisah tauapa tulis nama kontak dang justruh aplikasihnya mamuaskan bintang,1,Positif
aplikasi ya buruk login gampang ribet banget masuk fb gmail wa telegram jelek hapus aja,-3,Negatif
bagus aplikasi nomor kenal mudah terima kasih developer aplikasi aplikasi guna antisipasi oknum tipu,-1,Negatif
aplikasi babi main potong pulsa konfirmasi langgan pulsa potong pemberitahuan sms langgan getcontact premium tipu,-3,Negatif
download nih aplikasi bagus sih bagus batas sisa ya hapus gwehj suka getcontact tanda ya kontak doang tolong hapus fitur batas sisa ya,-5,Negatif
aplikasi buruk download getcontact gampang banget masuk susah bolak log google gmail balikin getcontact kayak,-4,Negatif
bayar sih lihat kontak orang tag ya tag pakai premium pakai premium saran kasih fitur spesial pakai premium lihat tag orang gratis batas batas kontak lihat sekian,7,Positif
download pakai aplikasi bagus mudah nomor tlpon batas bayar uninstall bikin memo penuh,-2,Negatif
sayang aplikasi ribet sesuai kayak log ya coba pakai google kelik link masuk aplikasi suruh log pakai facebook duga aplikasi,-5,Negatif
login suruh verifikasi gilirin pas anu ingat verifikasi panggil gagal kali kali kayak login ya cuman,-3,Negatif
nomor cek jumpa tipu gara nomor sih tipu mengijinkan nomor tampil getcontact asumsi sih tipu orang jujur transaksi korban ya fitur hilang lolos tipu,-3,Negatif
suka fitur premiumdan suka cari nomor tag ya bot watelegram arah browserenakan,-1,Negatif
pokok nya sesal bngtklo lihat iklan snng banget nya tpikenyataan ya tuh verifikasi pakai telepon tunggu telpon getcontact ya banget kali ulang nomer telponkwcewa banget apk sygkouta anjing,5,Positif
gc status kontak private coba bayar kecewa auto uninstall,-1,Negatif
kode verifikasi masuk masuk kena limit pakai nomor sih aplikasi ya hubung kali notice,-4,Negatif
erti pulsa potong apk inipadahal beli premium menginstal apk inisaya beli kuota hp apk iniapa maksud potong pulsa orang ya tuju pemiliksaya benarbenar suka apk,-3,Negatif
aplikasi bagus sayang aplikasi tau simpan kontak aplikasi bayar gratis,-4,Negatif
aplikasi menggangu privasi orang hapus kontak revelan kosong pilih,-4,Negatif
aplikasi guna cari tag nomer kenal barubaru panggil nomer kenal cari aplikasi orang tag dengen nama tipu terimakasih getcontact hindar jahat,-4,Negatif
apk bagus banget tau habis telp ditlp nomer kenal angkat ya takut tipu saudara tipu rugi juta kasihan banget download yuk buru download ya kasih bintang langgan tau tag akun ku sekian dari maaf salah moga manfaat,5,Positif
login uninstall install kali kali mentok verifikasi habis gagal panggil masuk hapus cache,-5,Negatif
error aplikasi baca kontak ganti nomor kagak muncul halaman verivikasi nomor baru langsung login nomor,-2,Negatif
aplikasi bagushanya ecek orang asih nama suami orang terpercayaadisini bayar berlangganansehingga buang uang,-2,Negatif
pasang ya simpan hp banyaktolong min bantu paket ane sia buang buang download pasang,1,Positif
aplikasi kecewa kemarin isi saldo shopeepay niat order barang eh saldo habis eh apk ngambil notifikasi konfirmasi dasar,2,Positif
uang dana ambil aplikasi ya paksa download nonaktif getcontact sial kali dana sedot aplikasi tolong kembali,-2,Negatif
aplikasi bahaya data data milik hapus no pindah tangan email beda,-4,Negatif
login pakai emailbot verify kit bot gratis kali ya mungkim curi data pakai sms kode otp bintang kualitas aplikasi bikim aplikasi,-3,Negatif
maaf ya buka aplikasi bagus orang maksud jahat nyebarin nama ngeburuk cek laku nama perimium bro ngeberhentiin jahat bayar lucu nih apk asih tau nama bayar biar lihat identitas sebar nama buruk ahahaha lucu,-4,Negatif
login woiii capek gue ngulang muluuntuk verifikasi panggil tolong ya muternya sinyal kencang banget loh banget muternya detik bongko ya ra iso,3,Positif
puas banget nih tag contact hp teman lihat tanda ammar tag sesal intal apk instal awas nyesal deh,1,Positif
download login download login verifikasi pagilan gagal nomor aktip hp aplikasi bikin ribet validasi telpon ya coba sms wa telpon telpon gila,-2,Negatif
aplikasi kesini cari untung manfaat dagang check tipu maaf uninstall moga baik,1,Positif
kocak download tulis kode tolong ulang sih download kayak coba banget baik sistem teks masaorng download,-4,Negatif
guna get contact bayar langgan lihat nomor cari tau auto delete apk sih,1,Positif
maaf kasih bintang masuk nomor telefon tulis capai limit maksimum validasi telepon padhal tunggu lo validasi ya eh notif begitu kecewa sih,-1,Negatif
apk sampah bikin apk pakai masuk nomor capek tunggu eh tau verifikasi nomor limit suruh tunggu menit verifikasi nomor nelfon saran baik blokir apk mu bikir rugi masyarakat capek download pakai sampah apk,-7,Negatif
aplikasi getcontack bantu nomor sv orang tolong tambah fitur baru cek nomor blok orang ok sekian terimakasih,1,Positif
tau sorang simpan kontak butuh kode verifikasi nomer orang orang ldr pakai apk ldr pakai apk aplikasi anehhhhhhh gunaaaaa,-8,Negatif
pakai app pulsa kurang ya pakai premium tolong admin betulin korban untung kayak untung curang,-3,Negatif
useless milik akun premium leluasa hapus tag nama sesuai ingin tuju aplikasi fiturnya tarik arah monetize kembang mengahpus fitur hapus tag btw data pribadi bocor,1,Positif
suka apk ganti hp login tulis verivikasi coba login aneh,1,Positif
diam ngelunjak nih limit driman panggil masuk limit gua bukti foto login komen kayak beranda fb ya suka gnggu kayak iklan palsu pas coba mngecewakan,-3,Negatif
mahal biaya bulan limit batas enak pakai wa juara chating gratis gratis biaya getcontack iklanmurahkan langgan ya rame maaf kasih bintang,3,Positif
aplikasi bagus pakai limit upgrade premium lihat tag profil orang kena limit limit hadeh,-1,Negatif
gtc buka aplikasi loadingny pshl hpny kentang speknya langsung lihat tag nyabiasanya kasi sempat lihat tag kykny bbrpx langgan rban lihat tag mahal banget kecewa,5,Positif
ya getcontactsaya erti pakai aplikasi getcontactsetelah yt situ pahamlalu coba digetcontact unduh yt aplikasi sesuai iklan internet sesuai maaf bintang,1,Positif
eh aplikasi bangkai gue bekuin akun gua ya lo potong saldo shopepay gue aplikasi anjir ikhlas gue henti sih gue bekuin akun henti aplikasi tuh perintah berhentiin akun premium sengaja kayak sesal banget klik uji coba tau diberhentiin makan duit,-5,Negatif
tolong diperbaikin langgan pulsa sedot transaksi apa app app ya non data ambil pulsa tuju,-2,Negatif
aplikasi getcontact bantu mana kemarin tipu telepon aku tf uang bayar dp kost mana telepon aku tf lebih juta bos biaya travelnya lacak digetcontact situ tulis hati orang tipu terima kasih getcontact,3,Positif
sih pakai getcontact ya verifikasi ya login ikut solusi bantu ya,3,Positif
install masuk isi gmail kali eh muncul masuk minta verifikasi mohon baik ya developer,-1,Negatif
apk banget donlod eh pas login muncul kalimat internet conection is required bagamana min payah banget sih bikin apk ya guna solusi ya tolong,6,Positif
mampir kena fitnah gegara aplikasi antem pasang pas cowok cek apk save aneh aneh penasaran download apk pas cek save aneh aneh aneh beda inti apk fitnah gegara tambah hidup ku aaaa setan kasar gua,-9,Negatif
bantu hindar nomor miscall mikir angkat telpnnyaa,1,Positif
suka banget pakai aplikasi login gampang mah login susah banget gagal melulu suka ya buka aplikasi ya login akun lwat nomer bsalwat email aplikasi lwat whatsapp,-2,Negatif
sih bagusmembantu tau no barutapi kesini pakai tarifkita lihat nama ajabukan pakai uninstall,-1,Negatif
kecewa lihat tanda bayar fungsi utama apk lihat nomor ya mending uninstal,2,Positif
mon maaf nih ya aplikasi banget login menit itu kagak eh tahu premium lihat nama orang tulis no wooy kagak kibul doang kecewa gua nih aplikasi,-2,Negatif
bagus bintang lihat tagar orang gratis bayar bayar rugi pakai aplikasi bagus bantu pasang aplikasi,-1,Negatif
cek nomer negeri jawabanya hasil cepat negara kemarin hasil apk coba cepat baik ya tolong,2,Positif
apk update bug ya login susah banget login beri ingat tunggu sebentar coba login apk sampahh,1,Positif
fitur hide tag mudah tipu sembunyi identitas tag orang tipumarketing branding hindar tipu tindak kejahatanlantas guna aplikasi sedia fitur hide tag,1,Positif
jujur susah daftar aplikasi coba hasil paham celah ya eeee mantap deehh,-1,Negatif
install bukti ulas rating bintang uninstall sayang lihat tag premium uninstall sorry star for now,1,Positif
aplikasi dih privikasi panggil izin sih aplikasi ya banget baik lahhhh tolonggg jls kntl,-2,Negatif
apk getcontack premium premium saldo gopay kurang butuh duit kurang gara apk getcontack tolong bantu saldo gopay kembali,-1,Negatif
saran batas tag nomor orang lainkarena butuh nomor kenal masuk memvertifikasi tipu tidakseharusnya fitur iklan limit,-3,Negatif
aplikasi bagus kadang kadang lihat salin nomer lihat namannyadan login saka kadang lupa sandinnya aplikasi bagus kokmenurut,3,Positif
aplikasi bagus baik lgiseperti klik sih tulis nama hp orang kembang,1,Positif
aplikasi download masuk susah suruh verifikasi nomor pas verifikasi tulis arah aplikasi pas masuk,-4,Negatif
aneh banget jir nulisnya nomer a verif nomer b permanen ganti nomernya nomer gue verif tolong ya fiturnya upgrade ubah nomer susah bgst,1,Positif
kasih bintang pas masuk daftar banget tunggu jam verifikasi ya verifikasi ya ulang kali masuk daftar susah tolong baik,1,Positif
kontak orang save back nama ya cuman kontak sih tolong baik apk nyamohon maaf salah tolong beritahu ya terimakasih,2,Positif
tolong baik masuk app ya terus tombol pencet ngeverifikasi no telepon tolong min baik,-1,Negatif
aplikasi bodoh download aplikasi bukti sesuai iklan suruh bayar aplikasi sungguh nyaman rugi download aplikasi download langgan bodoh,-4,Negatif
bagus sesuai ekspetasi tampil,1,Positif
jelek banget aplikasinyasdh email verifikasi masuk kembaliaplikasi untung,-1,Negatif
nelvon coba pakai nomor alhasil tau nelvon bayar gunain tombol tahu nelvon klik beda kayak iklan,-3,Negatif
bagus sih sayang ya download apk premium premium malas download kesel memo duit habis kayak premium,1,Positif
permisi ya pakai app berlangganantapi app nya akses tolong baik ya tau kayak langgan,2,Positif
ok tidak bantu telp kenal spam bantu tipu telp kenal manfaat oknum tipu,1,Positif
bantu kenal identitas seseorangmencegah buruk penipuanpelakor identitas ya antisipasi kenal no orang cegah jahat,-1,Negatif
waaaahhh kali app getcontact bagus bantu lihat tag edit nama wa ku unik nama edit praktis otomatis canggih,3,Positif
kasih bintang download masuk tolong tim get contact sistem masalah baik kecewa pakai aplikasi get contact,-5,Negatif
gila nih aplikasi suruh ngisi kode verifikasi nomor telepon masuk tunggu limit kali kecewa berat sih aplikasi ulas bintang minus ku isi minus,-7,Negatif
aplikaai membantuapalagi nomor masuk ita tau orang tagnya sana developer,-2,Negatif
haloo login apk nomor hilang daftar email login tolong baik,1,Positif
aplikasi samgat bantu deteksi incoming call kenal sayang aplikasi bayar relatif mahal pulsa bulan moga depan baharu tarif bulan ya,-2,Negatif
iseng download apk youtuber gaming gratis habis instal suruh daftar langgan free hapus apknya batal langgan min unregnya erti maka,-1,Negatif
aplikasi sagat sesal downlod apk sesal mendownlod apk aplikasi ajig kehabisaan kotakota tinggal mbak mbak pokok apk sagat ajig banget sesal downlod apk anjig sekian terimakasih asalamualaikum wrwb,1,Positif
tau sih pakai msi ajar nemu apk pas ngescroll tiktok tuh fiturnya muas pengin coba liat review orang bagus sih moga manfaat ya,3,Positif
bantu nomor kenal telp angkat nama kontak curiga periksa kontak olshop penipubukan terimakasih,1,Positif
bagus nama kontak ya full nama ya cari nama kontak ya madih dikit ya maaf pikir okey ty and bye bye,-1,Negatif
langgan layan getcontact premium google play store tibatiba autodebet rekening mohon getcontact memvoid transaksi merefund dana ya langgan please help me with this unless its a scamming,6,Positif
apk langgan buka pas langgan metode bayar mana muter pedahal sinyal bagus,2,Positif
terimakasih aplikasi guna berkat aplikasi temu tipu telpon keluarga takut kena tipu langsung install aplikasi manfaat,2,Positif
bagus buruk marketingnya pikir untung bikin buntung tau fitur utama ya lihat tag jadi bayar fitur utama hhhhh marketing lulus sd nih apk bangkrut,-1,Negatif
bahaya aplikasi orang kenal tau identitas nama kontak orang bahaya tau tipu bunuh dll privasi ya ketat orang save tau korban,-8,Negatif
pakai premium bayar leluasa pakai aplikasi aplikasi ok sih saran ngetag nama diksh info tag nama kitakrn ngetag nama kenalkrn simpan no,-2,Negatif
getcontact team mohon baik verfikasinya slow respon server tutup aplikasi coba reverifikasi batas maximum garagara lambat sms verifikasi pangilan getcontact tibatiba tutup verifikasi tombol report report salin guna aplikasi google playstore beda versi website nyalin teks mohon getcontact team baik verfify ya,-1,Negatif
download apk login terima telepon panggil verifikasi muncul coba opsi tolong baik terimakasih,1,Positif
aplikasi masuk telegram enak ribet verivikasi eh buka astagfirullah banget deh tolong,-2,Negatif
fitur bayar cuman tag min nomor cari min tarif kecuali lihat tag bayar,-1,Negatif
tolong bantu stop langgan ya ya kena charge buka info ribu sekian contact tagih aplikasi ya buka telusur iklan,1,Positif
ribet sesuai iklan lihat kontak teman nama siapadasar mutujujur bikin aplikasi pasang iklan tarik,2,Positif
inspirasi drakor start up ulas bangun aplikasi semangat buat aplikasi moga kembang terobos,1,Positif
bantu kak lihat nama kontak tementrus lihat profiltapi nge tagtidak penandaitu tulis aplikasi,1,Positif
install pas search salah kontak knapa nama ya ya coba search kontak sih a muncul nama sih a ya mohon cerah,3,Positif
tolong ya panjang verifikasi langsung potong shopee pay stop langgan autodebet tolong balikin duit,3,Positif
kecewa aplikasi dar nomor tipu bayar dahulupadahal aplikasi andal kecewa banget n uninstall,-1,Negatif
aplikasi guna blokir tipu cegah spam milik batas cari sulit data apresiasi thankyou,-4,Negatif
ada fitur ganti akun biar ganti akun uninstall plisss banget lihat nomor tipu kudu bayarr enggak pakai lihat iklan lihat tag orang pelit banget deh herann,5,Positif
ulang kali coba ganti nomor tlpn akun login nomor satu stuck dinomer tlpn sistem loginnya login nomor tlpn,-1,Negatif
aplikasi ya muncul tombol angkat padah update baru mohon baik tiga kali ya hapus instal,1,Positif
lihat tanda orang nama bayar antisipasi tipu ya bayar uninstal gaes,1,Positif
aplikasi busuk banget login muter browser login pakai nomor masuk eh capai batas limit dah,-4,Negatif
kali terupdate getcontact premium lihat cari nomor update premium pulsa tarik getcontact premium,3,Positif
bantu lancar bisnis jaman orang menyalahgunakan mudah medsos aplikasi antisipasi good job tingkat kualitas,2,Positif
download hati deh pulsa sedot aplikasi iya gue download tuju update premium eh update mending halus deh aplikasi tipu asli bohong,-2,Negatif
tolong suruh premium ecek nama kontak diorg premium mohon dihilangin premium duit egois orang ya,2,Positif
instal kali kali teman asih tanda saya aplikasi cuman ya tolong baik apk harap kendala aplikasi kasih okey terima kasih,-2,Negatif
kontoi masak login info verifikasi gua masuk anjg beda banget iklan iklan gampang asli kayak kontoi,-4,Negatif
mendownload aplikasi tibatiba telfon no merinding telfon telusur nomor negara no negara australiajika ditelfon no asing download aplikasi,-3,Negatif
suka pakai apk bantu bayar lihat terus bayar pakai apk,1,Positif
gue masuk apk ya tunggu jam kagak kelar banget pas masukdi suruh ferifikasidan pas ferifikasi ya tunggu lagigak tau hp gue lancar jaring stabil tau,3,Positif
gratisanya habis alasanya biar apk perangkat detektif butuh info tipu nomer tag ya,-2,Negatif
aplikasi tau login no telp ya aplikasi erorsatu pesan admin getcontact tolong dibenerin dongsaya download gara iklan masuk tiktok,-4,Negatif
for me this app is sok amazing gue lihat orang nama gue kontak ya kepo nama crush wkwk and ya tau orang kenal nelpon tipu lihat nama orang kenal app thanks,4,Positif
upgrade verifikasi premium tag aneh fungsi bayar premium,2,Positif
tolong kembali dana pulsa cabut premium butuh aju langgan pulsa serap langgan aplikasi kasih konfirmasi,-1,Negatif
apk bangsad potong saldo dana enak udel no langgan get contac ganti no apk dana ganti potong saldo dana ku memggunakan no no verify playstore,4,Positif
aplikasi banget masak tunggu konfirmasi panggil bngtpadahal jaring lancaraku saran donwlod rugiuntuk penciptamending bikin apk susah orang mending rakit pc hayukkkk,1,Positif
jembut aplikasi kagak work orang pakai aplikasi sistem ya upload kontak hp tau nama kontak hp orang ord install aplikasi ya kagak nge save nomor gue eh lihat orang asu hati hati kontak curi salahgunakan,-5,Negatif
aplikasi apk lindung tipu trnyt cek nomor tipu privasi sdgkan guna premium data baca kalayak resah,-1,Negatif
kenpa nama yag muncul beberpa ya nama kontak kontak orang app muncul,1,Positif
gue pakai aplikasi ya enak mudah banget lacak nomer orang sulit bayar ya tuju aplikasi mudah lacak nomer asing aneh blank page,2,Positif
gua hapus gua download gua tengok coba gratis apk ya apk ngada ngada doang gua kagak langgan gua coba gratis pasgua isi pulsa isi paket ambil anjir nih apk getkontol,-4,Negatif
masuk instal lho masuk tulis kirim minta verifikasi harap tunggu sebentar coba pakai email keluar tulis aplikaai error hp error ya hmmmm tolong cek bintang tok cer bintang ok,-4,Negatif
mantap mantap tarif premium turun tarif turun premium langgan dusta nomor nomor,5,Positif
assalamualaikum maaf kasih keluh menginstal terinstal masuk apk ya isi nomer kode verifikasi tunggu kali coba code verifikasi ya terimakasih,2,Positif
telepon simpan kontak kenal ketahuanbiasanya menghidari tawar asuransi telepon kenal,-2,Negatif
aplikasi sampah login stop iklan youtube rena youtube aplikasi nama iklan aplikasi mending radio download gue uninstall,-4,Negatif
maaf nya sengaaja intal mintak tolong ambil pulsa aplikasi tahun intal aplikasi bayar aplikasi tahun hapus apli kasih aplikasi bayar aplikasi rugi,-9,Negatif
kadang nomor hapus kontak cari nomor pabila butuh mantap getcontackaplikasi manfaat thanks,1,Positif
henti langgan cek play store layan langgan kartu kredit potong mohon bantuany,-1,Negatif
aplikasi keren tau data nomer masuk kenal contoh luar saring data pribadi telpon alodokter nik dll alhamdulillah kasih tipu nomer bantu app,-4,Negatif
opsi tanda tagname sesuai perangkat tag lihat perangkat tag an coba baik biar view tagname baru minggu ya,2,Positif
tau save nomor nama nama lihat tersave tau save butuh tingkat nilai,1,Positif
asumau login bisapake email bisapake no hp bisapake wa kali kali kirim chat jugapakai tele jugamaunya sihapp kasih pakai no hp klik oke masuk kode verifikasidan selesai app apaankaga banget,2,Positif
tuju kejar profit abai fungsi utama aplikasi image brand negatif depan moga bijak bijak rusak total nyaman guna,-1,Negatif
lumayan premium nya bebas cek no wa teman limited pertayaan ngpain download apk kesmpatan cek no wa orang tidak nya kasih sempat tod tau limited kapai nge iklan apk nya,-4,Negatif
get contact ribet yaamasa login gabisapakai email gabisafb nomor telepon verivikasi ketik ok login awalini,1,Positif
sih verikit selesai verifikasi kali bikin dongkol tau bikin aplikasi ngerugiin orang capek instal korban kuota ujung ya nihil un install hadeh aplikasi,-8,Negatif
bagus sih lihat orang nama kontak pakai nama cuman orang kontak coba developer baik terimakasih aplikasi lumayan bantu,1,Positif
download aplikasi lihat nama kontak hp tementemen ya iya nomor wa nama solusi ya instal berkalikali hasil mohon bantu,4,Positif
aplikasi bagus tau nama dinamain telepon no kenal getcontac iya bohong pokok bagus deh lupa download getcontac ragu bimbang langsung download getcontac,-4,Negatif
ribet loginnya woi suruh verifikasi asih kode nge redirect whatsapp sih opsi suruh kapai alhasil gagal login limit verifikasi hadeh,-6,Negatif
kasih bintang pikir aplikasi kali kali conntant orang eh batas ya tambah mahal situ senang pakai app eh batas ya,1,Positif
aplikasi aplikasi anjinggg masuk tunggu panggil verifikasi masuk masuk pasuk angka nomor hubung tap,-6,Negatif
ya buka apk langsung error uninstall download coba kali,1,Positif
aplikasi guna banget fitur premium mahal coba taruh harga ribu fitur premiumz guna pakai fitur premium kayak hehe,6,Positif
download stuck logo bilang jaring jelek mohon maaf youtube lancar aplikasi lancar tolong baik,-1,Negatif
login pasuk nomer telp kolom tulis nomer telpsuruh konfirmasi email konfirm tulis ya konfirm nomer telp kolom tulis nomer telpaneh,2,Positif
enak enak pakai paksa bayar kasih bintang langsung uninstall pakai cek nomor biaya langgan mahal,1,Positif
sih nih aplikasi panjang premium tagih mulu bilang bayar tolak panjang premium tolong getcontact tagih mulu pas isi pulsa langsung sedot pulsa bayar getcontact premium aplikasi uninstall sumpah tolong bantu getcontact notif bayar getcontact premium tolak niat panjang premium,2,Positif
aplikasi sampah upgrade premium langsung kena limit tuh sedekah no biaya premium moga cepat ketemu aplikasi aplikasi aplikasi ribet gaya,-2,Negatif
nyaman nih app tolong nama ngesave tampil situ,1,Positif
tolong get contact ya langgan saldo ambil bayar notifikasi tolong jangaan colong danaa orang,1,Positif
henti langgan ya playstore ya data langgan diberhentiin bingung notif ganti bayar langgan ribet ya,3,Positif
apk guna langgan premium bayar pakai cari capai batas maximum cari makan untung apk,-1,Negatif
aplikasi bagus cari nama orang kenal no hp tsbt apk ya nama kontak ya ganti nama heh pdkt gagal nama kontak pakai emot love ganti teman eeh hilang mohon ya kakak please nama ya ganti ya hapus tera cari tag ya sekian terimakasih,1,Positif
aplikasi ya jelek bangetudh respon ya baca jam aplikasi sampah yalain kali chet orang baca simpan pokok ya lihat tulis inifiksjangan download gua jelajah aplikasi kecewa aplikasi getcontack,-3,Negatif
berhentiin trial gratis lewat tanggal tentu suruh bayar gagal henti langgan akun premium ya bayar hutang,-2,Negatif
ya ganti premium hapus donlowd masuk premium ya ganti cepat ketemu banget sumpah bantuin pliss,5,Positif
halo getverify keluh selesai daftar krnapa pas pasu no hp suka gagal knapa isi no hp lenkap tolong baik bugnya servernya,1,Positif
menang banget get contact bayar lihat tagar nama kontak orang tinggal lihat tarif tarif an orang apa jujur kecewa banget sih get contact sesuai ekspektasi harap orang nama kontak eh bayarrr kecew cewek cewek kecewa banget asli auto uninstall suruh bayar,4,Positif
allah gua sesal download langgan aplikasi aplikasi ya sesuai iklan ya pepatah panggang apifitur pesan buka bantu ya no respon mikir mikir ribu kali deh lu download,4,Positif
permisi kali coba pakai get contact premium lihat lihat tag muncul nama ya lihat tag muncul cuman tanggal jam ya mohon,5,Positif
mohon bantu login get contacts proses verifikasi gagal pakai nomor pakai aplikasi masuk mudah sulit,-2,Negatif
aplikasi bagus sih tapisaya apa membayarberlanggananpadahal kelas umur tahunsaya kerja paruh uang uninstal aplikasi inimaaf admin getcontactsaya ejek aplikasi getcontactsy bilang menguninstal aplikasi uang berlangganansekian ulas sayasemoga kata singgung asa punsalam paloposulsel,-8,Negatif
baca komentar alhasil download hati aplikasi data transaksi hp hati hati kawan korban,-2,Negatif
gue kasih bintang metode verifikasi kecewa terima telepon verifikasi ya tolong ganti coba ulang kali limit kecewa,1,Positif
buruk panggil telpon default getcontact sinkron ngebug panggil,-2,Negatif
aplikasi tolol nama save no orang sesat mendownload aplikasi auto uninstall,-4,Negatif
gc aplikasi apa sbelumnya langgan bayar stop langgan kirim lapor minggubeberapa sipemilik penasaran langgan lgitu pancing telemarketing aplikasihebat percaya sila hapus aplikasi terima lapor telpon misterius bikin penasaran email hariyang tuju didownload aplikasi langgan,2,Positif
aplikasi hebat harap aplikasi tingkat wallpaper ya gelap tau sv dll terimakasih getcontact,-1,Negatif
apk nyomot data nama kontak hp cocok data kontak member compare bahaya aman privasi ati sih uninstall,-4,Negatif
knapa loadingnya banget minimal detik kayak detik kayak mnit masuk aplnyahdeheror apl tolong update ya moga baca trmksih,-1,Negatif
kasih bintang dulumemulainya ribetbisa mudah guna apk initerimakasih,1,Positif
aplikasi ya bagus kurang ya kontak nama kontak tambah ya,2,Positif
login ya pas pasuk nomor telp verifikasi muncul tulis capai batas maksimum verifikasi verifikasi bisabisa tolong login,1,Positif
dana bayar tolong kembali kecewa banget app inibilangan ya dana bayar ya kembali ya kali via bayar tagih kurang saldo,5,Positif
coba aplikasi coba kesan jelek iya gua pasuk nomer verifikasi ya kali kali baik bintang,-2,Negatif
aplikasi tunggu menit menit panggil masuk get contact admin developer nya pulsa ya sok sok an banget pulsa bikin nih aplikasi dek dek mikir komen kaya kasih alternatif login kecewa get contact,-4,Negatif
bikin akun namanama kontak palsu nama ambon anwar avatar cek hp mimi pas lihat getcontact umi nama kasih nama mimi ku nama kontak hp mimi ku chat milik getcontact balas kasih bintang coba aplikasi ya jelek tipu tolong betul getcontact ya,4,Positif
pulsa cabut henti langgan pas instal premium whoey maling pulsa ikhlas sumpahin kembang aplikasi kena musibah kali lipat ambil amin,-3,Negatif
aplikasi sampah install ya lihat lihat fitur fitur dindalam aplikasi depan daftar sepakat kena biaya ambil pulsa ogaaaaah,-2,Negatif
gua nomor nih dihp gua gua pengin lihat nomor gua keluar kartu hp gua hapus akun wa nomor harap masuk nomor pas masuk apknya masuk nomor gua situ gua berkalikali hapus download nih apk kesel tolong gua cuman lihat orang nama kontak gua hapus wa hapus akun gua pikir akun gugel tolong,-16,Negatif
puas bagus lihat nama kontak ya nomor kenal kenal lihat getcontact,4,Positif
kontak simpan hp ajar tingkat akurat baca kontak,-1,Negatif
aplikasi gblk log susah ampun verifikasi berpa kali gagal mulu batas limit coba verifikasi gagal mulu payah mesti kartu nomor hpnya biar masuk tinggal tunggu unistal nih guna,-7,Negatif
kemarin rate bintang mentang rame pakai lihat tanda bayar premium diuninstal massal ya get contact,1,Positif
fungsi sediakala cek tanda no cari tau tipu tanda orang tipu pakai get contak telepon tipu masuk uninstal bantu,-6,Negatif
download sih tau lebih kurang kasih bintang cari ketemu detil tingkat jgnlah bayar premium hehe,1,Positif
susah verifikasi nomor suruh tunggu telepon masuk sistem verifikasi nomor panggil dering kali angkat mati nomor verifikasi kayak,-6,Negatif
jujur nih aplikasi unggul lihat tag biar antisipasi tipu cek kali musti bayar minimal kasih kali sempat lihat kayak guna aplikasi buat,-1,Negatif
aplikasi lucu tanda batasimau lihat orang cari bisaharus premiumheyy bisnis ya kayak cari duit ya sinimending rilis aplikasikalo bikin gun pusing kontoll,-1,Negatif
aplikasi ya bagus nama kontak orang dikit doang kontak capai nama muncul cuman doang,-1,Negatif
bikin apk guna gara apk tuduh selingkuhklo konsiten apk lacak nomor cantum nama orang kontak cantum nama orang jugabukan bantu menyusahkansetan,2,Positif
bayar cari no telp kayak enggak cari bayar kecuali fitur,-3,Negatif
hapus data pakai stuck pilih lanjut klik eror udahbgak pagi nih apk kayak,-5,Negatif
pas login loading selesaiselesai getcontact tanggap ya layer hitam search,2,Positif
apk detect nomor telpon kenal limiternya harus bayar paket langgan,1,Positif
apliaksi resah lihat langsung orang save verifikasi gagal aplikasi fake main coba baik biar verifikasi ya eror,-1,Negatif
aplikasi sampah panggil tahu telp spam angkat tahu telp parahhh aplikasi matreee,-4,Negatif
lihat kontak bayar ya bayar tekor gue muncul cuman teman makek apk muncul sih ya,3,Positif
masuk login kali coba instal uninstall hapus data masuk eror get contact parahhh,-5,Negatif
pakai aplikasi plus minus plus tau niat jahat minus data tahu developnya nama data via internet rawan,-6,Negatif
get contact gagal masuk uninstall eh download sinyal bagus kuota internet coba download apk get contact gagal,-4,Negatif
apk bagus bantu rumit tampil atas panggil tlefon obrol chat diatastapi pokok check kontak pacar jarak,-1,Negatif
pakai pe nelpon gelap tolong perbaikiupgrade aplikasi menditail telpon gelap terima kasih bantu aplikasi,-3,Negatif
mantap sih panggil telp masuk minus ya syarat tarif langgan premium nikmat aplikasi ya salam,2,Positif
mohon baik update kontak ya kadang ganti dsitu kaya kontk hapus tag ya tag mntanku banget tengkar calon wa orang mantan kuhpus ku blok bagus lihat tag kontak tipu update bahaya bikin salah paham,1,Positif
aplikasi bagus deteksi nama milik no handphone asing simpan kontak tingkat,1,Positif
